ID;Longitude;Latitude;kod.pocztowy;creationDate
1736;51.367104;19.362629;97-400;15.03.2017
1737;51.805576;20.468237;96-230;20.10.2017
1738;51.411987;19.672203;97-300;30.01.2017
1739;51.971134;20.146067;96-100;29.06.2019
1740;51.365640;19.374786;97-400;02.05.2020
1741;52.099570;19.922058;99-400;30.05.2017
1742;51.804985;19.358866;91-230;16.12.2020
1743;51.727436;19.423490;93-479;08.11.2019
1744;52.220510;19.366701;99-300;12.03.2018
1745;51.743702;19.443460;93-566;14.04.2019
1746;51.759080;19.460407;90-368;29.02.2020
1747;51.770927;19.514746;92-232;21.07.2017
1748;51.759680;19.457525;90-440;14.02.2017
1749;51.658787;19.342205;95-200;31.12.2017
1750;51.759400;19.451065;90-519;11.11.2020
1751;51.959766;20.148417;96-100;04.04.2020
1752;51.527280;19.997553;97-200;31.01.2020
1753;51.225243;18.569220;98-300;22.02.2017
1754;51.660400;19.352324;95-200;01.04.2019
1755;51.944260;19.204222;95-045;04.06.2018
1756;51.788570;19.461306;91-836;06.01.2021
1757;51.773000;19.449000;90-717;31.05.2017
1758;51.168217;19.492596;97-545;07.10.2019
1759;51.726620;19.679363;95-020;19.04.2018
1760;51.531567;20.005392;97-200;26.12.2017
1761;51.748640;19.492935;93-118;16.09.2018
1762;51.785263;19.426222;91-017;17.12.2017
1763;51.592580;18.927824;98-220;06.04.2020
1764;51.594765;18.949009;98-220;23.01.2019
1765;51.601470;18.933376;98-220;19.09.2017
1766;51.599780;18.938500;98-220;21.05.2020
1767;51.603477;18.929981;98-220;18.10.2019
1768;51.603348;18.932552;98-220;07.01.2020
1769;52.235508;19.367365;99-300;08.04.2018
1770;51.732914;19.491470;93-258;24.11.2019
1771;51.731182;19.461123;93-519;14.07.2017
1772;51.732586;19.481441;93-162;05.08.2019
1773;51.752087;19.414118;94-004;28.11.2020
1774;51.952790;20.151482;96-100;07.02.2018
1775;51.854120;19.416690;95-100;23.05.2019
1776;52.232136;19.359450;99-300;08.01.2019
1777;51.784683;19.441162;91-050;19.05.2019
1778;51.656868;19.372730;95-200;12.11.2019
1779;51.758423;19.534758;92-531;02.05.2020
1780;51.780030;19.499260;91-728;15.10.2019
1781;51.729004;19.476349;93-153;26.04.2020
1782;51.797680;19.448908;91-469;15.04.2018
1783;51.747696;19.473095;93-192;05.01.2018
1784;51.765305;19.453030;90-609;09.10.2019
1785;51.797930;19.434603;91-328;21.08.2018
1786;51.729504;19.494785;93-256;13.05.2019
1787;51.799350;19.474684;91-849;24.10.2018
1788;51.717854;19.482775;93-318;22.01.2021
1789;51.597130;18.726515;98-200;18.09.2020
1790;51.766624;19.468325;90-021;26.11.2017
1791;51.358383;19.367783;97-400;09.12.2019
1792;51.606510;18.936779;98-220;05.02.2019
1793;51.956173;20.144503;96-100;18.02.2021
1794;51.534103;19.996578;97-200;20.10.2019
1795;50.961666;19.471373;97-540;01.10.2019
1796;51.782030;19.446945;91-002;27.09.2017
1797;51.746952;19.329250;95-050;22.10.2020
1798;51.746980;19.486520;93-110;29.12.2017
1799;51.762150;19.468035;90-013;28.11.2018
1800;51.595604;18.719814;98-200;22.05.2018
1801;51.661310;19.356943;95-200;10.07.2020
1802;51.593920;18.958511;98-220;09.01.2019
1803;51.778610;19.452486;91-062;16.06.2019
1804;51.748493;19.498854;93-120;30.12.2019
1805;51.774143;20.260487;96-200;21.08.2017
1806;51.592940;18.726833;98-200;14.11.2017
1807;51.776424;19.453938;91-415;25.07.2020
1808;51.664410;19.349213;95-200;29.07.2017
1809;51.956100;20.149897;96-100;28.08.2018
1810;51.768776;19.449047;90-612;19.05.2017
1811;51.769620;19.475327;90-132;15.06.2018
1812;51.706375;19.423948;93-458;21.10.2019
1813;51.587864;18.722963;98-200;16.09.2018
1814;51.750670;19.490050;93-281;22.08.2020
1815;51.845350;19.414755;95-100;29.01.2017
1816;51.607635;18.944702;98-220;01.02.2021
1817;51.755207;19.471209;90-354;24.08.2017
1818;51.754790;19.415483;94-011;17.08.2020
1819;51.789750;19.355885;94-409;31.12.2018
1820;51.750263;19.460330;90-456;06.03.2017
1821;51.361717;19.364872;97-400;24.07.2019
1822;51.768505;19.455242;90-606;03.10.2017
1823;51.777794;19.474949;90-229;21.12.2019
1824;51.776580;19.531206;92-003;14.05.2017
1825;51.410477;19.661076;97-300;21.06.2020
1826;51.850365;19.444351;95-100;27.04.2017
1827;51.718560;19.485306;93-317;09.01.2017
1828;51.726920;19.432913;93-479;12.11.2020
1829;52.227670;19.379677;99-300;30.08.2019
1830;51.740227;19.399755;94-102;29.01.2019
1831;51.744026;19.386778;94-051;06.04.2019
1832;51.664550;19.353310;95-200;12.11.2018
1833;51.797962;19.394817;91-204;01.02.2020
1834;51.711810;19.626250;95-020;01.06.2020
1835;51.856167;19.407553;95-100;03.07.2018
1836;51.410572;19.713510;97-300;24.06.2017
1837;51.058037;19.448215;97-504;21.07.2017
1838;51.375510;20.271946;26-300;07.02.2020
1839;51.777836;19.384810;94-221;11.05.2018
1840;51.703762;19.657635;95-006;22.02.2017
1841;50.036022;19.231644;32-600;08.11.2019
1842;49.999150;19.895823;30-389;28.06.2019
1843;50.042118;20.000120;30-721;31.01.2018
1844;50.090176;19.975803;31-417;02.01.2020
1845;50.191550;20.293503;32-100;24.01.2017
1846;50.027000;19.917000;30-409;17.02.2017
1847;49.361970;20.004276;34-425;22.07.2018
1848;50.172300;19.897873;32-088;08.10.2019
1849;50.036083;19.760494;32-060;09.01.2019
1850;50.032620;20.213558;32-005;06.01.2017
1851;50.157524;19.980839;32-091;20.11.2018
1852;50.445663;20.141050;32-210;01.04.2017
1853;50.042230;19.797731;32-060;16.01.2019
1854;50.230446;19.852915;32-043;22.01.2017
1855;49.893000;21.055000;33-170;30.05.2019
1856;50.120247;19.967180;32-086;04.04.2020
1857;49.992290;19.438292;32-640;12.12.2018
1858;50.118430;19.920769;32-087;29.05.2020
1859;49.703530;20.236551;34-642;09.06.2019
1860;49.882060;19.222317;32-650;13.12.2020
1861;50.074585;19.923136;30-021;17.03.2020
1862;50.042755;19.945356;30-504;17.04.2017
1863;50.071950;19.907675;30-058;23.01.2021
1864;50.055958;19.927328;30-101;26.12.2018
1865;50.075000;20.048000;31-920;31.10.2018
1866;50.088863;19.927640;31-271;18.08.2020
1867;50.079150;20.016754;31-851;19.03.2020
1868;50.096382;20.016880;31-623;02.05.2020
1869;50.072550;19.917252;30-079;25.07.2020
1870;50.035725;19.941563;30-644;15.02.2018
1871;50.005720;20.006872;30-695;19.02.2021
1872;50.035820;19.993980;30-732;19.01.2019
1873;50.099000;19.967000;31-236;15.04.2020
1874;50.045235;19.999996;30-718;18.03.2021
1875;50.071903;19.923628;30-074;26.09.2018
1876;50.044144;19.947914;30-509;01.11.2020
1877;50.023014;19.998758;30-826;07.07.2017
1878;50.032960;19.969078;30-552;09.07.2019
1879;50.078980;20.012072;31-871;22.09.2018
1880;50.086857;19.931810;31-271;08.12.2020
1881;50.091580;19.991716;31-636;26.01.2021
1882;50.057014;19.976858;31-566;21.03.2020
1883;50.097054;20.128674;31-988;08.12.2019
1884;50.075954;19.919350;30-075;12.10.2018
1885;50.009052;20.013552;30-865;19.04.2017
1886;50.062650;19.970146;31-553;14.07.2019
1887;50.018093;19.896578;30-383;03.01.2018
1888;50.094376;19.951350;31-231;11.04.2018
1889;50.040115;19.925528;30-347;23.12.2020
1890;50.071700;19.895596;30-128;14.10.2018
1891;50.068070;19.938430;31-146;20.02.2018
1892;50.022910;19.960653;30-633;21.10.2020
1893;50.062805;19.934319;31-009;28.05.2017
1894;50.058777;19.962744;31-559;15.05.2019
1895;50.087467;19.916676;31-328;28.02.2018
1896;50.064106;20.018816;31-589;18.01.2020
1897;50.066420;19.969840;31-545;12.06.2020
1898;50.058130;19.951023;31-534;10.02.2017
1899;50.085808;19.903389;31-319;23.01.2018
1900;50.073593;20.009506;31-579;22.11.2019
1901;49.997566;19.919441;30-435;18.03.2017
1902;50.045063;19.953959;30-534;15.03.2017
1903;50.008728;19.961718;30-619;13.09.2017
1904;50.073967;19.933563;30-003;30.06.2017
1905;50.089000;19.958000;31-406;25.04.2019
1906;50.086365;19.914680;31-326;28.08.2018
1907;50.005670;19.904999;30-438;15.09.2017
1908;50.081550;20.001013;31-878;24.08.2018
1909;50.046000;19.955000;30-547;14.11.2019
1910;50.010000;19.948000;30-611;23.04.2020
1911;50.010600;19.956200;30-612;21.06.2017
1912;50.003860;19.905220;30-438;17.11.2019
1913;50.079727;20.003199;31-877;12.08.2017
1914;49.290000;19.888000;34-511;05.10.2020
1915;50.040417;19.985186;30-721;30.03.2021
1916;50.067220;19.928423;31-133;17.09.2019
1917;50.089355;19.977571;31-416;08.12.2020
1918;49.426052;20.955538;33-380;11.06.2018
1919;49.405956;20.958422;33-380;17.09.2019
1920;49.400356;20.950985;33-340;21.09.2017
1921;50.131260;19.618206;32-065;12.06.2019
1922;50.103897;19.325445;32-590;19.10.2018
1923;50.103360;19.313526;32-590;14.09.2019
1924;50.030100;19.238714;32-600;12.01.2021
1925;50.035244;19.208320;32-600;24.04.2020
1926;50.035730;19.231707;32-600;08.08.2019
1927;50.039043;19.221370;32-600;08.03.2019
1928;50.037560;19.222578;32-600;26.12.2019
1929;50.045830;19.213121;32-600;16.08.2019
1930;50.018696;19.976410;30-638;24.02.2021
1931;50.066666;19.942750;31-157;23.03.2017
1932;50.069443;20.012594;31-581;27.04.2018
1933;50.075220;19.926718;30-019;09.05.2018
1934;50.062138;19.931814;31-118;29.03.2020
1935;50.050010;19.962500;30-710;27.09.2019
1936;50.068768;19.926617;31-128;04.03.2017
1937;50.083332;19.942970;31-215;15.07.2017
1938;49.608850;19.968565;34-700;16.09.2018
1939;49.613530;19.952038;34-700;15.01.2019
1940;50.051000;19.936000;31-069;18.10.2020
1941;50.057587;19.930729;31-103;20.12.2019
1942;49.629230;20.700003;33-300;07.08.2020
1943;49.607338;20.721510;33-300;03.05.2020
1944;49.610596;20.714870;33-300;05.01.2019
1945;49.629448;20.680565;33-300;12.07.2018
1946;49.627690;20.703930;33-300;15.06.2020
1947;49.609062;20.699250;33-300;30.04.2018
1948;49.624645;20.690834;33-300;17.11.2020
1949;49.624893;20.704035;33-300;29.05.2017
1950;49.625225;20.706514;33-300;18.11.2019
1951;49.620200;20.695837;33-300;18.02.2018
1952;49.628754;20.715353;33-300;29.01.2021
1953;49.608856;20.687605;33-300;27.03.2017
1954;50.276980;19.565744;32-300;14.11.2018
1955;50.265860;19.577990;32-300;25.10.2019
1956;50.268764;19.578484;32-300;09.12.2019
1957;50.262653;19.567282;32-300;25.03.2020
1958;49.489470;20.681870;33-343;30.09.2019
1959;49.971718;19.830540;32-050;22.02.2019
1960;50.014800;20.105186;32-002;01.02.2020
1961;49.982296;20.067890;32-020;04.04.2017
1962;49.987160;20.063757;32-020;21.07.2018
1963;49.672237;20.685099;33-311;31.07.2019
1964;50.112380;19.809492;32-080;16.01.2018
1965;49.286000;19.927000;34-500;30.07.2020
1966;49.297050;19.958952;34-500;09.02.2020
1967;49.292385;19.980745;34-500;07.01.2020
1968;50.012950;20.991037;33-100;02.11.2020
1969;50.031560;21.004719;33-100;25.10.2017
1970;50.015000;21.000462;33-100;25.12.2018
1971;50.012000;20.986000;33-100;20.08.2017
1972;50.009540;20.993158;33-100;08.11.2018
1973;50.009842;20.977804;33-100;10.11.2019
1974;50.012000;20.985000;33-100;19.03.2019
1975;50.009674;20.969849;33-100;17.04.2018
1976;50.007330;20.973326;33-100;11.06.2019
1977;50.014553;20.957788;33-100;15.07.2020
1978;50.017000;21.002000;33-100;23.05.2017
1979;50.020447;21.004503;33-100;17.11.2018
1980;50.159340;19.471250;32-540;08.02.2020
1981;50.080060;19.918480;30-079;26.11.2019
1982;50.081814;19.954975;31-414;17.01.2018
1983;50.011110;19.975231;30-693;27.11.2020
1984;50.075720;19.929716;30-015;17.09.2018
1985;50.026066;19.931198;30-408;30.05.2018
1986;50.049385;19.959223;30-701;20.05.2019
1987;50.009870;19.946781;30-611;06.02.2018
1988;50.015648;20.000359;30-867;26.04.2019
1989;50.074123;20.034420;31-931;24.07.2019
1990;50.064156;20.017973;31-589;03.03.2021
1991;50.092000;19.956000;31-231;31.10.2020
1992;50.017616;19.894665;30-383;28.09.2017
1993;50.059860;19.894295;30-212;07.02.2017
1994;50.084267;19.899572;31-315;28.03.2021
1995;50.069220;19.982792;31-572;13.04.2019
1996;50.049633;19.990417;30-717;10.06.2017
1997;50.080708;20.003292;31-877;15.08.2018
1998;50.080660;19.925990;30-012;02.07.2017
1999;50.078053;19.970762;31-462;21.01.2017
2000;50.082706;19.937965;31-202;19.02.2020
2001;50.023605;19.905867;30-348;21.03.2018
2002;50.067978;19.984661;31-572;09.09.2019
2003;50.094360;19.986630;31-416;26.08.2017
2004;50.022778;19.981028;30-663;09.03.2018
2005;50.058918;19.949923;31-530;02.02.2017
2006;50.097404;19.913511;31-263;25.11.2020
2007;50.092163;19.902605;31-340;09.04.2019
2008;50.074380;19.935345;30-003;01.05.2018
2009;50.066284;19.955828;31-506;15.07.2018
2010;50.054870;19.925120;30-103;18.11.2019
2011;49.674810;20.081167;34-730;19.02.2019
2012;49.829147;19.943369;32-400;05.06.2019
2013;49.831314;19.939700;32-400;27.08.2020
2014;49.832134;19.934217;32-400;29.09.2020
2015;50.044247;19.976437;30-711;27.10.2020
2016;50.084858;19.977684;31-466;25.12.2017
2017;50.074380;19.911888;30-082;07.07.2020
2018;50.015938;19.950360;30-622;06.08.2017
2019;50.058315;19.945127;31-072;16.11.2019
2020;50.052000;19.941000;31-068;19.12.2018
2021;50.092760;20.014164;31-820;23.04.2017
2022;50.078370;19.948816;31-401;11.06.2017
2023;50.086502;19.903475;31-318;25.02.2017
2024;50.030920;19.921870;30-348;18.07.2018
2025;50.060833;19.929754;31-110;18.12.2018
2026;50.050000;19.943000;31-062;04.11.2018
2027;50.064835;19.938326;31-014;08.05.2018
2028;50.083570;19.905870;31-317;04.11.2017
2029;50.053528;19.922215;30-105;17.04.2018
2030;50.058125;19.899080;30-209;17.02.2018
2031;50.047653;19.928732;30-337;26.04.2017
2032;50.047000;19.952000;30-527;09.08.2019
2033;50.021133;20.046574;30-798;24.10.2019
2034;50.075043;20.035437;31-930;26.07.2020
2035;50.055904;19.927390;31-108;16.08.2017
2036;50.058000;19.944000;31-032;26.02.2018
2037;50.067234;19.943924;31-156;31.10.2018
2038;50.058330;19.932090;31-103;08.10.2017
2039;50.020000;19.898000;30-348;28.12.2019
2040;50.069138;19.952278;31-510;29.11.2017
2041;50.044350;19.986460;30-716;16.10.2019
2042;49.998600;19.899000;30-389;09.05.2020
2043;50.087032;19.925705;31-261;22.06.2017
2044;49.975567;19.827007;32-050;03.07.2019
2045;50.072678;19.975346;31-444;04.01.2021
2046;50.076080;19.901125;30-122;22.09.2019
2047;50.092922;20.022047;31-637;05.04.2017
2048;50.071293;19.936422;31-146;04.04.2020
2049;50.060604;19.944294;31-033;15.10.2019
2050;50.036697;19.997305;30-733;20.07.2017
2051;50.015366;19.902327;30-383;10.03.2021
2052;50.065060;19.951672;31-504;05.09.2019
2053;50.022102;19.901770;30-384;10.07.2017
2054;49.987423;19.901410;30-499;30.04.2019
2055;50.077930;19.924198;30-011;22.04.2017
2056;50.094190;19.937260;31-221;09.02.2021
2057;50.067486;19.952332;31-510;27.03.2017
2058;50.070510;19.962835;31-518;11.08.2017
2059;50.056990;19.959950;31-559;24.08.2018
2060;50.040920;19.924408;30-347;29.04.2020
2061;50.045918;19.925835;30-314;21.09.2018
2062;50.077810;19.906849;30-085;04.05.2019
2063;50.093200;19.892073;31-345;04.10.2018
2064;50.067295;19.949383;31-505;08.03.2021
2065;50.008000;19.895000;30-390;03.07.2018
2066;50.045486;19.955849;30-548;02.03.2017
2067;50.070038;19.976816;31-444;05.01.2020
2068;50.067960;19.960130;31-525;02.06.2017
2069;50.035408;19.935083;30-363;09.02.2017
2070;50.066250;19.962732;31-542;23.04.2017
2071;50.082233;19.882975;30-149;27.12.2017
2072;50.020200;19.957384;30-654;11.09.2018
2073;50.046375;19.929243;30-314;08.09.2019
2074;50.051230;19.943771;31-058;08.03.2019
2075;50.088333;19.967598;31-416;24.11.2017
2076;50.070023;19.920595;30-048;27.04.2019
2077;50.027820;19.928959;30-408;08.11.2018
2078;50.055824;19.960321;31-559;04.01.2019
2079;50.086227;20.014505;31-802;11.03.2020
2080;50.054947;19.947142;31-038;21.02.2018
2081;50.047890;19.943660;31-066;03.04.2019
2082;50.053066;19.917025;30-114;07.01.2018
2083;50.069305;19.895147;30-128;07.07.2018
2084;50.042015;19.943378;30-509;13.03.2020
2085;50.069748;19.937628;31-147;01.12.2019
2086;50.073742;19.915480;30-081;27.03.2017
2087;50.018963;19.906256;30-384;06.05.2018
2088;50.088280;19.934110;31-209;30.11.2018
2089;50.090263;19.965143;31-422;13.07.2020
2090;50.033300;19.970930;30-556;25.10.2017
2091;50.069283;20.028610;31-982;14.11.2017
2092;50.070800;19.934538;31-158;09.01.2018
2093;50.067284;20.012583;31-586;13.11.2020
2094;50.016370;19.909210;30-383;20.08.2017
2095;50.032776;19.939127;30-444;24.11.2017
2096;50.063995;19.946726;31-026;24.09.2019
2097;50.068836;19.938465;31-147;13.08.2019
2098;50.050600;19.951300;31-052;17.09.2017
2099;50.057010;19.964474;31-559;17.08.2020
2100;50.076187;19.900560;30-084;29.04.2019
2101;50.039005;19.941807;30-504;27.03.2021
2102;50.081630;19.882292;30-149;06.03.2017
2103;50.074017;19.917484;30-074;06.10.2018
2104;50.037926;19.941086;30-504;03.06.2019
2105;50.028732;19.915737;30-363;23.03.2021
2106;50.049000;19.943000;31-062;16.08.2020
2107;50.095436;20.043503;31-711;21.10.2017
2108;50.085537;19.848606;30-198;30.10.2019
2109;50.007550;19.960070;30-619;05.10.2017
2110;50.078716;20.040613;31-957;09.03.2019
2111;50.052090;19.927110;30-319;26.09.2020
2112;50.062820;19.927767;31-115;18.01.2021
2113;50.073254;20.037352;31-929;29.03.2019
2114;50.022434;19.991991;30-817;08.09.2018
2115;50.065750;19.934590;31-140;21.06.2018
2116;50.078940;19.897250;30-091;21.07.2019
2117;50.063890;19.927345;31-121;19.12.2020
2118;50.066563;19.963127;31-546;06.07.2019
2119;50.073612;20.025116;31-940;21.09.2019
2120;49.628994;20.714980;33-300;02.04.2018
2121;49.624268;20.699778;33-300;02.10.2017
2122;49.965200;20.419527;32-700;02.07.2017
2123;50.094610;19.925583;31-227;20.03.2018
2124;50.081375;19.888477;30-149;23.11.2018
2125;50.035250;19.886524;30-376;30.09.2020
2126;50.039440;19.941591;30-504;05.04.2020
2127;50.084850;19.955496;31-408;28.08.2017
2128;50.085777;19.946104;31-216;28.02.2017
2129;50.046318;19.949406;30-527;28.09.2018
2130;50.039970;19.974613;30-719;12.11.2019
2131;50.067062;19.929596;31-135;07.06.2020
2132;50.070827;19.945114;31-153;28.01.2020
2133;50.025036;19.972567;30-646;18.12.2020
2134;50.012024;19.970173;30-693;02.04.2017
2135;50.047295;19.955612;30-549;29.10.2017
2136;50.018720;19.981250;30-683;22.06.2020
2137;50.067320;19.914251;30-055;14.04.2019
2138;50.025310;19.915918;30-386;08.11.2020
2139;50.100300;19.251955;32-660;01.02.2017
2140;50.142197;19.408220;32-500;14.02.2019
2141;50.144367;19.407536;32-500;22.11.2018
2142;50.143000;19.404000;32-500;21.07.2018
2143;50.145153;19.396240;32-500;19.12.2019
2144;50.073193;20.042120;31-974;02.03.2021
2145;49.717070;20.413649;34-600;18.11.2020
2146;50.131130;19.960365;32-087;28.07.2017
2147;49.986416;19.158890;32-620;02.08.2017
2148;50.074493;19.994062;31-864;09.08.2020
2149;50.089190;19.935179;31-209;26.02.2018
2150;50.011370;20.969000;33-100;16.03.2019
2151;50.066440;19.939848;31-153;01.03.2019
2152;50.063606;19.934881;31-011;16.04.2020
2153;49.396053;20.957033;33-380;17.02.2020
2154;50.059800;19.971294;31-564;24.02.2018
2155;50.064790;19.927696;31-124;20.12.2019
2156;50.088560;19.939000;31-216;22.01.2020
2157;50.055130;19.943928;31-039;25.07.2018
2158;49.421253;20.961555;33-380;07.10.2017
2159;49.290546;19.906887;34-511;15.04.2020
2160;50.052032;19.948051;31-053;10.12.2019
2161;50.015553;19.808970;30-398;12.11.2017
2162;50.037735;19.964468;30-552;13.03.2021
2163;50.080467;19.921759;30-011;11.01.2019
2164;49.605034;20.722569;33-300;01.05.2017
2165;50.066162;19.985685;31-572;18.09.2017
2166;50.007910;19.949423;30-611;17.06.2019
2167;50.073406;19.877880;30-147;09.07.2017
2168;49.622040;20.691980;33-300;28.08.2017
2169;49.624805;20.713163;33-300;13.01.2019
2170;50.356953;20.029854;32-200;20.11.2017
2171;50.004055;19.991272;30-687;24.05.2020
2172;50.085000;19.884700;31-356;05.03.2020
2173;50.037480;19.204557;32-600;11.03.2020
2174;50.033250;19.937900;30-347;01.11.2018
2175;50.019653;19.918346;30-428;03.01.2020
2176;50.064392;19.940899;31-021;23.03.2019
2177;49.310966;19.971476;34-500;17.12.2018
2178;50.022640;19.966057;30-624;06.05.2017
2179;49.714916;20.246698;34-642;21.05.2018
2180;50.079853;19.894360;30-126;25.10.2017
2181;50.064632;19.932007;31-133;30.04.2017
2182;50.024567;20.972843;33-100;15.06.2019
2183;50.071568;19.910233;30-058;22.03.2017
2184;50.072395;19.958586;31-513;08.03.2017
2185;50.067608;20.318518;32-007;22.01.2018
2186;49.720850;20.342417;34-650;01.05.2017
2187;50.086030;20.011370;31-873;01.02.2019
2188;49.421772;20.725052;33-350;15.06.2020
2189;49.994186;20.089344;32-020;29.01.2021
2190;49.301000;19.962000;34-500;13.01.2019
2191;49.295876;19.951523;34-500;06.06.2019
2192;49.288000;19.980000;34-500;16.12.2018
2193;49.413555;20.955835;33-380;05.12.2017
2194;49.908350;20.200897;32-420;31.10.2018
2195;49.879505;20.091402;32-410;26.01.2021
2196;49.295033;19.985456;34-500;15.11.2019
2197;50.068000;19.938000;31-141;03.04.2018
2198;50.055280;19.956379;31-534;23.10.2019
2199;49.657850;21.160143;38-300;06.12.2017
2200;50.071236;19.939587;31-153;29.01.2017
